REF_AREA,MEASURE,TIME_PERIOD,OBS_VALUE
BGR,PFC,2016,0.023
BGR,SF,2016,19.323
BGR,CH4,2017,7137.322
BGR,CO2,2017,37740.046
BGR,HFC,2017,712.718
BGR,N2O,2017,4681.660000000001
BGR,PFC,2017,0.031
BGR,SF,2017,18.052
BGR,CH4,2018,6805.728
BGR,CO2,2018,33667.292
BGR,HFC,2018,717.308
BGR,N2O,2018,4589.302000000001
BGR,PFC,2018,0.014
BGR,SF,2018,18.543
BGR,CH4,2019,6542.110000000001
BGR,CO2,2019,32611.928000000004
BGR,HFC,2019,801.654
BGR,N2O,2019,4602.044
BGR,PFC,2019,0.012
BGR,SF,2019,18.822
BGR,CH4,2020,6420.532
BGR,CO2,2020,26874.928
BGR,HFC,2020,789.766
BGR,N2O,2020,4473.389
BGR,PFC,2020,0.01
BGR,SF,2020,20.449
BGR,CH4,2021,6702.698
BGR,CO2,2021,32689.026
BGR,HFC,2021,739.423
BGR,N2O,2021,4618.748
BGR,PFC,2021,0.009
BGR,SF,2021,23.274
BRA,CO2,1990,1063087.739
BRA,CO2,1991,1063087.739
BRA,CO2,1992,1063087.739
BRA,CO2,1993,1063136.654
BRA,CO2,1994,1063136.654
BRA,CO2,1995,1063142.971
BRA,CO2,1996,1064399.59
BRA,CO2,1997,1069980.566
BRA,CO2,1998,1093831.576
BRA,CO2,1999,1080977.275
BRA,CO2,2000,1045255.859
BRA,CO2,2001,1112732.257
BRA,CO2,2002,1129710.078
BRA,CO2,2003,1126871.696
BRA,CO2,2004,1130589.502
BRA,CO2,2005,1138029.984
BRA,CO2,2006,1118407.654
BRA,CO2,2007,1143997.773
BRA,CO2,2008,1114779.215
BRA,CO2,2009,1107390.267
BRA,CO2,2010,1144463.711
BRA,CO2,2011,271803.798
BRA,CO2,2012,281691.059
BRA,CO2,2013,268246.434
BRA,CO2,2014,275058.874
BRA,CO2,2015,286983.793
BRA,CO2,2016,405294.408
BRA,CO2,2017,416071.915
BRA,CO2,2018,394200.83
BRA,CO2,2019,410975.997
BRA,CO2,2020,425797.321
CAN,CH4,1990,84672.117
CAN,CO2,1990,392834.831
CAN,HFC,1990,970.54
CAN,N2O,1990,34834.168
CAN,PFC,1990,7557.902
CAN,SF,1990,3225.922
CAN,CH4,1991,86830.842
CAN,CO2,1991,379660.571
CAN,HFC,1991,1056.661
CAN,N2O,1991,34282.713
CAN,PFC,1991,8033.113
CAN,SF,1991,3685.239
CAN,CH4,1992,90879.617
CAN,CO2,1992,405071.644
CAN,HFC,1992,829.777
CAN,N2O,1992,35313.218
CAN,PFC,1992,7578.683
CAN,SF,1992,2557.113
CAN,CH4,1993,93695.454
CAN,CO2,1993,415139.165
CAN,N2O,1993,35339.448000000004
CAN,PFC,1993,7455.583
CAN,SF,1993,2373.544
CAN,CH4,1994,97037.391
CAN,CO2,1994,420636.79
CAN,N2O,1994,37953.011
CAN,PFC,1994,6895.015
CAN,SF,1994,2441.74
CAN,CH4,1995,101260.608
CAN,CO2,1995,448121.13
CAN,HFC,1995,460.505
CAN,N2O,1995,38238.724
CAN,PFC,1995,6346.938
CAN,SF,1995,2275.156
CAN,CH4,1996,104902.489
CAN,CO2,1996,459022.199
CAN,HFC,1996,810.625
CAN,N2O,1996,39860.384
CAN,PFC,1996,6501.487
CAN,SF,1996,1768.646
CAN,CH4,1997,107077.686
CAN,CO2,1997,469820.116
CAN,HFC,1997,1122.303
CAN,N2O,1997,38583.973
CAN,PFC,1997,6374.164
CAN,SF,1997,1827.631
CAN,CH4,1998,108238.213
CAN,CO2,1998,471598.062
CAN,HFC,1998,1620.112
CAN,N2O,1998,34607.079
CAN,PFC,1998,6476.181
CAN,SF,1998,2357.482
CAN,CH4,1999,109525.073
CAN,CO2,1999,493545.845
CAN,HFC,1999,2160.365
CAN,N2O,1999,31860.481
CAN,PFC,1999,5370.465
CAN,SF,1999,2410.099
CAN,CH4,2000,111589.814
CAN,CO2,2000,528142.154
CAN,HFC,2000,2754.842
CAN,N2O,2000,31312.48
CAN,PFC,2000,4984.513
CAN,SF,2000,2902.96
CAN,CH4,2001,111411.027
CAN,CO2,2001,511656.782
CAN,HFC,2001,3159.296
CAN,N2O,2001,30940.649
CAN,PFC,2001,4047.505
CAN,SF,2001,2557.101
CAN,CH4,2002,111183.437
CAN,CO2,2002,551483.736
CAN,HFC,2002,3607.068
CAN,N2O,2002,31041.957
CAN,PFC,2002,3462.952
CAN,SF,2002,3015.811
CAN,CH4,2003,111646.911
CAN,CO2,2003,569289.104
CAN,HFC,2003,3979.858
CAN,N2O,2003,32182.987
CAN,PFC,2003,3489.893
CAN,SF,2003,2651.431
CAN,CH4,2004,113996.045
CAN,CO2,2004,566049.5580000001
CAN,HFC,2004,4584.774
CAN,N2O,2004,33799.451
CAN,PFC,2004,3521.868
CAN,SF,2004,2339.901
CAN,CH4,2005,115650.43
CAN,CO2,2005,567923.2649999999
CAN,HFC,2005,5107.033
CAN,N2O,2005,32740.962
CAN,PFC,2005,3838.437
CAN,SF,2005,1417.362
CAN,CH4,2006,117176.241
CAN,CO2,2006,548071.534
CAN,HFC,2006,5391.076
CAN,N2O,2006,30805.625
CAN,PFC,2006,2985.117
CAN,SF,2006,1526.74
CAN,CH4,2007,114651.953
CAN,CO2,2007,575745.7239999999
CAN,HFC,2007,6077.573
CAN,N2O,2007,31458.362
CAN,PFC,2007,2533.618
CAN,SF,2007,726.193
CAN,CH4,2008,113557.784
CAN,CO2,2008,554380.199
CAN,HFC,2008,6135.671
CAN,N2O,2008,32106.241
CAN,PFC,2008,2600.864
CAN,SF,2008,644.333
CAN,CH4,2009,107498.944
CAN,CO2,2009,494387.213
CAN,HFC,2009,6909.971
CAN,N2O,2009,29073.724
CAN,PFC,2009,2510.316
CAN,SF,2009,373.87
CAN,CH4,2010,108481.906
CAN,CO2,2010,536786.572
CAN,HFC,2010,7729.054
CAN,N2O,2010,28388.365
CAN,PFC,2010,1861.283
CAN,SF,2010,447.216
CAN,CH4,2011,108671.388
CAN,CO2,2011,552246.442
CAN,HFC,2011,8592.514
CAN,N2O,2011,27848.41
CAN,PFC,2011,1663.562
CAN,SF,2011,340.356
CAN,CH4,2012,111258.761
CAN,CO2,2012,543440.393
CAN,HFC,2012,9084.09
CAN,N2O,2012,29134.618
CAN,PFC,2012,1804.892
CAN,SF,2012,461.105
CAN,CH4,2013,112296.348
CAN,CO2,2013,548586.824
CAN,HFC,2013,10075.098
CAN,N2O,2013,30315.014
CAN,PFC,2013,1624.671
CAN,SF,2013,464.995
CAN,CH4,2014,113343.604
CAN,CO2,2014,525843.264
CAN,HFC,2014,10950.214
CAN,N2O,2014,29245.161
CAN,PFC,2014,1095.306
CAN,SF,2014,401.929
CAN,CH4,2015,110816.463
CAN,CO2,2015,569416.645
CAN,HFC,2015,11041.047
CAN,N2O,2015,30224.454
CAN,PFC,2015,976.68
CAN,SF,2015,466.87
CAN,CH4,2016,105482.03
CAN,CO2,2016,545579.489
CAN,HFC,2016,11305.16
CAN,N2O,2016,30465.272
CAN,PFC,2016,773.812
CAN,SF,2016,366.13
CAN,CH4,2017,104838.439
CAN,CO2,2017,549243.76
CAN,HFC,2017,11097.428
CAN,N2O,2017,29757.15
CAN,PFC,2017,754.764
CAN,SF,2017,315.416
CAN,CH4,2018,104546.246
CAN,CO2,2018,564711.003
CAN,HFC,2018,12153.5
CAN,N2O,2018,30938.899
CAN,PFC,2018,629.523
CAN,SF,2018,342.618
CAN,CH4,2019,101937.862
CAN,CO2,2019,558871.652
CAN,HFC,2019,12111.074
CAN,N2O,2019,30874.907
CAN,PFC,2019,618.149
CAN,SF,2019,444.201
CAN,CH4,2020,91911.456
CAN,CO2,2020,508620.855
CAN,HFC,2020,11918.852
CAN,N2O,2020,31828.556
CAN,PFC,2020,828.565
CAN,SF,2020,291.809
CAN,CH4,2021,91062.37
CAN,CO2,2021,519003.017
CAN,HFC,2021,11433.413
CAN,N2O,2021,30546.942
CAN,PFC,2021,752.88
CAN,SF,2021,326.496
CHE,CH4,1990,6544.435
CHE,CO2,1990,42313.494
CHE,HFC,1990,0.023
CHE,N2O,1990,4066.157
CHE,PFC,1990,104.767
CHE,SF,1990,141.213
CHE,CH4,1991,6458.019
CHE,CO2,1991,41183.585
CHE,HFC,1991,1.372
CHE,N2O,1991,4051.729
CHE,PFC,1991,88.59
CHE,SF,1991,143.48
CHE,CH4,1992,6381.089
CHE,CO2,1992,41948.958
CHE,HFC,1992,14.553
CHE,N2O,1992,3996.084
CHE,PFC,1992,72.53
CHE,SF,1992,145.734
CHE,CH4,1993,6263.038
CHE,CO2,1993,39270.424
CHE,HFC,1993,30.747
CHE,N2O,1993,3985.409
CHE,PFC,1993,31.304
CHE,SF,1993,124.235
CHE,CH4,1994,6189.491
CHE,CO2,1994,39614.997
CHE,HFC,1994,75.613
CHE,N2O,1994,3933.759
CHE,PFC,1994,18.959
CHE,SF,1994,110.168
CHE,CH4,1995,6197.522
CHE,CO2,1995,39544.914
CHE,HFC,1995,227.421
CHE,N2O,1995,3941.24
CHE,PFC,1995,15.979
CHE,SF,1995,96.097
CHE,CH4,1996,6137.579000000001
CHE,CO2,1996,38578.324
CHE,HFC,1996,277.9
CHE,N2O,1996,3906.966
CHE,PFC,1996,18.633
CHE,SF,1996,92.838
CHE,CH4,1997,5989.946000000001
CHE,CO2,1997,39186.443
CHE,HFC,1997,338.088
CHE,N2O,1997,3830.37
CHE,PFC,1997,19.141
CHE,SF,1997,128.489
CHE,CH4,1998,5903.62
CHE,CO2,1998,41737.299
CHE,HFC,1998,428.643
CHE,N2O,1998,3722.65
CHE,PFC,1998,21.518
CHE,SF,1998,157.51
CHE,CH4,1999,5807.235
CHE,CO2,1999,41970.524000000005
CHE,HFC,1999,504.44
CHE,N2O,1999,3723.335
CHE,PFC,1999,28.809
CHE,SF,1999,144.422
CHE,CH4,2000,5755.034
CHE,CO2,2000,48818.828
CHE,HFC,2000,603.9
CHE,N2O,2000,3715.056
CHE,PFC,2000,54.34
CHE,SF,2000,156.789
CHE,CH4,2001,5787.369000000001
CHE,CO2,2001,44188.681
CHE,HFC,2001,698.461
CHE,N2O,2001,3667.899
CHE,PFC,2001,32.983
CHE,SF,2001,155.661
CHE,CH4,2002,5738.098
CHE,CO2,2002,40805.451
CHE,HFC,2002,787.656
CHE,N2O,2002,3691.24
CHE,PFC,2002,32.176
CHE,SF,2002,165.794
CHE,CH4,2003,5649.4220000000005
CHE,CO2,2003,42024.684
CHE,HFC,2003,867.791
CHE,N2O,2003,3541.092
CHE,PFC,2003,64.303
CHE,SF,2003,171.132
CHE,CH4,2004,5624.500999999999
CHE,CO2,2004,42539.89
CHE,HFC,2004,961.459
CHE,N2O,2004,3448.884
CHE,PFC,2004,66.154
CHE,SF,2004,191.956
CHE,CH4,2005,5669.233
CHE,CO2,2005,42828.421
CHE,HFC,2005,997.143
CHE,N2O,2005,3448.161
CHE,PFC,2005,45.628
CHE,SF,2005,210.353
CHE,CH4,2006,5683.401
CHE,CO2,2006,43385.232
CHE,HFC,2006,1103.401
CHE,N2O,2006,3402.982
CHE,PFC,2006,57.826
CHE,SF,2006,203.984
CHE,CH4,2007,5661.989
CHE,CO2,2007,42463.961
CHE,HFC,2007,1194.808
CHE,N2O,2007,3425.49
CHE,PFC,2007,49.013
CHE,SF,2007,186.212
CHE,CH4,2008,5741.552000000001
CHE,CO2,2008,42587.561
CHE,HFC,2008,1215.697
CHE,N2O,2008,3319.745
CHE,PFC,2008,42.1
CHE,SF,2008,245.661
CHE,CH4,2009,5624.165999999999
CHE,CO2,2009,40310.74
CHE,HFC,2009,1210.339
CHE,N2O,2009,3191.1040000000003
CHE,PFC,2009,33.676
CHE,SF,2009,190.038
CHE,CH4,2010,5594.555
CHE,CO2,2010,42176.556
CHE,HFC,2010,1244.354
CHE,N2O,2010,3281.863
CHE,PFC,2010,35.665
CHE,SF,2010,154.769
CHE,CH4,2011,5535.822999999999
CHE,CO2,2011,39934.675
CHE,HFC,2011,1310.078
CHE,N2O,2011,3212.048
CHE,PFC,2011,33.694
CHE,SF,2011,167.836
CHE,CH4,2012,5511.613
CHE,CO2,2012,39672.073
CHE,HFC,2012,1375.072
CHE,N2O,2012,3178.9990000000003
CHE,PFC,2012,36.701
CHE,SF,2012,224.937
CHE,CH4,2013,5431.667
CHE,CO2,2013,41378.75
CHE,HFC,2013,1353.814
CHE,N2O,2013,3158.303
CHE,PFC,2013,25.883
CHE,SF,2013,270.177
CHE,CH4,2014,5419.584000000001
CHE,CO2,2014,39006.25399999999
CHE,HFC,2014,1388.863
CHE,N2O,2014,3158.47
CHE,PFC,2014,20.636
CHE,SF,2014,269.985
CHE,CH4,2015,5388.938999999999
CHE,CO2,2015,36709.796
CHE,HFC,2015,1426.496
CHE,N2O,2015,3118.454
CHE,PFC,2015,23.603
CHE,SF,2015,281.09
CHE,CH4,2016,5352.887
CHE,CO2,2016,37132.414
CHE,HFC,2016,1396.814
CHE,N2O,2016,3076.317
CHE,PFC,2016,18.333
CHE,SF,2016,254.437
CHE,CH4,2017,5286.685
CHE,CO2,2017,36423.37
CHE,HFC,2017,1390.414
CHE,N2O,2017,3189.721
CHE,PFC,2017,29.163
CHE,SF,2017,239.326
CHE,CH4,2018,5252.853999999999
CHE,CO2,2018,35717.88
CHE,HFC,2018,1419.47
CHE,N2O,2018,3046.402
CHE,PFC,2018,32.698
CHE,SF,2018,184.113
CHE,CH4,2019,5162.801
CHE,CO2,2019,34899.139
CHE,HFC,2019,1342.92
CHE,N2O,2019,3092.387
CHE,PFC,2019,28.637
CHE,SF,2019,177.659
CHE,CH4,2020,5106.21
CHE,CO2,2020,32747.113
CHE,HFC,2020,1322.7
CHE,N2O,2020,2996.379
CHE,PFC,2020,34.436
CHE,SF,2020,155.836
CHE,CH4,2021,5117.525000000001
CHE,CO2,2021,33850.283
CHE,HFC,2021,1241.481
CHE,N2O,2021,2893.586
CHE,PFC,2021,28.366
CHE,SF,2021,129.028
CHL,CH4,1990,11890.574
CHL,CO2,1990,-34410.14
CHL,HFC,1990,0.046
CHL,N2O,1990,5509.46
CHL,PFC,1990,0.0
CHL,SF,1990,17.164
CHL,CH4,1991,11705.544
CHL,CO2,1991,-31242.625
CHL,HFC,1991,0.154
CHL,N2O,1991,5555.621
CHL,PFC,1991,0.0
CHL,SF,1991,15.056
CHL,CH4,1992,11718.8
CHL,CO2,1992,-30210.371000000003
CHL,HFC,1992,0.332
CHL,N2O,1992,5706.789
CHL,PFC,1992,0.0
CHL,SF,1992,15.746
CHL,CH4,1993,11901.387
CHL,CO2,1993,-27552.618
CHL,HFC,1993,0.443
CHL,N2O,1993,5936.679999999999
CHL,PFC,1993,0.0
CHL,SF,1993,21.469
CHL,CH4,1994,12154.121
CHL,CO2,1994,-25142.160000000003
CHL,HFC,1994,5.645
CHL,N2O,1994,6069.552
CHL,PFC,1994,0.0
CHL,SF,1994,22.006
CHL,CH4,1995,12095.423
CHL,CO2,1995,-21442.795
CHL,HFC,1995,12.588
CHL,N2O,1995,6207.102
CHL,PFC,1995,0.0
CHL,SF,1995,25.766
CHL,CH4,1996,12349.439
CHL,CO2,1996,-15048.593
CHL,HFC,1996,26.453
CHL,N2O,1996,6357.544
CHL,PFC,1996,0.0
CHL,SF,1996,26.277
CHL,CH4,1997,12727.171
CHL,CO2,1997,-11837.487
CHL,HFC,1997,58.141
CHL,N2O,1997,6400.897999999999
CHL,PFC,1997,0.0
CHL,SF,1997,35.736
CHL,CH4,1998,13624.424
CHL,CO2,1998,6164.328999999998
CHL,HFC,1998,61.014
CHL,N2O,1998,6961.887
CHL,PFC,1998,0.0
CHL,SF,1998,32.129
CHL,CH4,1999,13083.344
CHL,CO2,1999,-3624.515
CHL,HFC,1999,103.44
CHL,N2O,1999,6611.996
CHL,PFC,1999,0.0
CHL,SF,1999,35.502
CHL,CH4,2000,13214.802
CHL,CO2,2000,-14584.216
CHL,HFC,2000,143.842
CHL,N2O,2000,6460.83
CHL,PFC,2000,0.0
CHL,SF,2000,43.812
CHL,CH4,2001,13443.62
CHL,CO2,2001,-17179.1
CHL,HFC,2001,234.406
CHL,N2O,2001,6565.844999999999
CHL,PFC,2001,0.205
CHL,SF,2001,35.185
CHL,CH4,2002,14388.548
CHL,CO2,2002,-6712.348999999995
CHL,HFC,2002,244.478
CHL,N2O,2002,7049.405000000001
CHL,PFC,2002,0.164
CHL,SF,2002,39.394
CHL,CH4,2003,13687.841
CHL,CO2,2003,-17905.134000000005
CHL,HFC,2003,304.788
CHL,N2O,2003,6648.466
CHL,PFC,2003,0.131
CHL,SF,2003,52.659
CHL,CH4,2004,13965.313
CHL,CO2,2004,-7448.502999999997
CHL,HFC,2004,383.426
CHL,N2O,2004,7132.793
CHL,PFC,2004,0.434
CHL,SF,2004,49.465
CHL,CH4,2005,14308.408
CHL,CO2,2005,-5522.900999999998
CHL,HFC,2005,475.383
CHL,N2O,2005,7109.6
CHL,PFC,2005,0.359
CHL,SF,2005,47.699
CHL,CH4,2006,14674.451
CHL,CO2,2006,-6857.838000000003
CHL,HFC,2006,578.124
CHL,N2O,2006,7169.387
CHL,PFC,2006,0.287
CHL,SF,2006,51.993
CHL,CH4,2007,14482.909
CHL,CO2,2007,14002.800000000005
CHL,HFC,2007,725.2
CHL,N2O,2007,7550.232999999999
CHL,PFC,2007,0.242
CHL,SF,2007,54.972
CHL,CH4,2008,13827.247
CHL,CO2,2008,15568.983999999997
CHL,HFC,2008,911.473
CHL,N2O,2008,6844.406
CHL,PFC,2008,0.217
CHL,SF,2008,56.991
CHL,CH4,2009,13311.93
CHL,CO2,2009,9563.32
CHL,HFC,2009,1015.829
CHL,N2O,2009,6895.305
CHL,PFC,2009,0.174
CHL,SF,2009,66.673
CHL,CH4,2010,13415.001
CHL,CO2,2010,1859.0839999999955
CHL,HFC,2010,1245.491
CHL,N2O,2010,6736.082
CHL,PFC,2010,0.169
CHL,SF,2010,98.307
CHL,CH4,2011,13405.873
CHL,CO2,2011,10363.633000000002
CHL,HFC,2011,1561.532
CHL,N2O,2011,6238.9490000000005
CHL,PFC,2011,0.208
CHL,SF,2011,63.842
CHL,CH4,2012,13840.558
CHL,CO2,2012,20938.553
CHL,HFC,2012,1846.386
CHL,N2O,2012,6513.782
CHL,PFC,2012,0.167
CHL,SF,2012,70.078
CHL,CH4,2013,14391.719
CHL,CO2,2013,12840.984000000004
CHL,HFC,2013,2048.261
CHL,N2O,2013,6554.504
CHL,PFC,2013,0.181
CHL,SF,2013,77.314
CHL,CH4,2014,14310.396
CHL,CO2,2014,16772.70500000001
CHL,HFC,2014,2376.808
CHL,N2O,2014,6677.494000000001
CHL,PFC,2014,0.238
CHL,SF,2014,84.543
CHL,CH4,2015,15063.98
CHL,CO2,2015,32011.0
CHL,HFC,2015,2593.851
CHL,N2O,2015,6831.995
CHL,PFC,2015,0.227
CHL,SF,2015,94.912
CHL,CH4,2016,14970.672
CHL,CO2,2016,21061.819000000003
CHL,HFC,2016,2988.679
CHL,N2O,2016,6525.495
CHL,PFC,2016,1.035
CHL,SF,2016,86.849
CHL,CH4,2017,16553.048
CHL,CO2,2017,95228.671
CHL,HFC,2017,3318.387
CHL,N2O,2017,7691.481
CHL,PFC,2017,0.906
CHL,SF,2017,106.403
CHL,CH4,2018,15224.285
CHL,CO2,2018,32316.167
CHL,HFC,2018,3823.196
CHL,N2O,2018,6405.737
CHL,PFC,2018,0.774
CHL,SF,2018,111.484
CHL,CH4,2019,15467.176
CHL,CO2,2019,35534.65700000001
CHL,HFC,2019,4244.562
CHL,N2O,2019,7118.222
CHL,PFC,2019,0.664
CHL,SF,2019,123.633
CHL,CH4,2020,15255.53
CHL,CO2,2020,29543.018
CHL,HFC,2020,4389.873
CHL,N2O,2020,6444.792
CHL,PFC,2020,0.51
CHL,SF,2020,190.815
CHN,CO2,1990,-341352.787
CHN,CO2,1991,-341352.787
CHN,CO2,1992,-341352.787
CHN,CO2,1993,-341355.887
CHN,CO2,1994,-341355.887
CHN,CO2,1995,-341249.492
CHN,CO2,1996,-340768.042
CHN,CO2,1997,-340687.213
CHN,CO2,1998,-340425.862
CHN,CO2,1999,-340524.29
CHN,CO2,2000,-340297.819
CHN,CO2,2001,-324112.663
CHN,CO2,2002,-324413.922
CHN,CO2,2003,-323343.075
CHN,CO2,2004,-323660.221
CHN,CO2,2005,-324209.909
CHN,CO2,2006,-324341.178
CHN,CO2,2007,-324148.715
CHN,CO2,2008,-323004.203
CHN,CO2,2009,-323980.654
CHN,CO2,2010,-323967.192
CHN,CO2,2011,-702216.816
CHN,CO2,2012,-702293.037
CHN,CO2,2013,-702284.524
CHN,CO2,2014,-702058.181
CHN,CO2,2015,-702120.278
CHN,CO2,2016,-642019.082
CHN,CO2,2017,-642297.311
CHN,CO2,2018,-641936.943
CHN,CO2,2019,-641816.384
CHN,CO2,2020,-641859.227
COL,CH4,1990,44468.068
COL,CO2,1990,166911.707
COL,HFC,1990,0.0
COL,N2O,1990,8835.217
COL,SF,1990,41.7
COL,CH4,1991,44932.027
COL,CO2,1991,169936.848
COL,HFC,1991,0.0
COL,N2O,1991,8980.407
COL,SF,1991,40.835
COL,CH4,1992,46143.198
COL,CO2,1992,174086.911
COL,HFC,1992,0.0
COL,N2O,1992,9025.406
COL,SF,1992,36.137
COL,CH4,1993,46373.442
COL,CO2,1993,176280.45799999998
COL,HFC,1993,0.0
COL,N2O,1993,9159.505
COL,SF,1993,38.424
COL,CH4,1994,47238.8
COL,CO2,1994,177388.595
COL,HFC,1994,0.0
COL,N2O,1994,9329.476
COL,SF,1994,39.532
COL,CH4,1995,47314.709
COL,CO2,1995,179713.383
COL,HFC,1995,0.0
COL,N2O,1995,9355.103
COL,SF,1995,39.247
COL,CH4,1996,48561.855
COL,CO2,1996,179875.149
COL,HFC,1996,0.0
COL,N2O,1996,9634.56
COL,SF,1996,37.93
COL,CH4,1997,49606.037
COL,CO2,1997,186357.928
COL,HFC,1997,0.0
COL,N2O,1997,9762.21
COL,SF,1997,36.578
COL,CH4,1998,49757.681
COL,CO2,1998,185412.181
COL,HFC,1998,0.0
COL,N2O,1998,9736.365
COL,SF,1998,33.731
COL,CH4,1999,49989.148
COL,CO2,1999,180132.879
COL,HFC,1999,0.0
COL,N2O,1999,9767.043
COL,SF,1999,30.245
COL,CH4,2000,50207.406
COL,CO2,2000,163680.402
COL,HFC,2000,0.0
COL,N2O,2000,9937.212
COL,SF,2000,28.2
COL,CH4,2001,51564.902
COL,CO2,2001,142819.476
COL,HFC,2001,81.734
COL,N2O,2001,10069.416
COL,SF,2001,38.319
COL,CH4,2002,52566.532
COL,CO2,2002,141764.472
COL,HFC,2002,122.553
COL,N2O,2002,10124.759
COL,SF,2002,48.507
COL,CH4,2003,54891.083000000006
COL,CO2,2003,157657.652
COL,HFC,2003,160.162
COL,N2O,2003,10561.496
COL,SF,2003,58.879
COL,CH4,2004,56014.780000000006
COL,CO2,2004,158707.473
COL,HFC,2004,207.324
COL,N2O,2004,10782.114
COL,SF,2004,72.192
COL,CH4,2005,56369.336
COL,CO2,2005,150014.412
COL,HFC,2005,298.165
COL,N2O,2005,11319.722
COL,SF,2005,82.9
COL,CH4,2006,57632.908
COL,CO2,2006,151424.456
COL,HFC,2006,361.931
COL,N2O,2006,11224.921
COL,SF,2006,89.739
COL,CH4,2007,59226.992
COL,CO2,2007,153513.581
COL,HFC,2007,432.084
COL,N2O,2007,11299.092
COL,SF,2007,94.501
COL,CH4,2008,60114.183000000005
COL,CO2,2008,149272.638
COL,HFC,2008,580.895
COL,N2O,2008,11123.386
COL,SF,2008,96.7
COL,CH4,2009,60947.989
COL,CO2,2009,147228.952
COL,HFC,2009,724.615
COL,N2O,2009,11694.816
COL,SF,2009,106.466
COL,CH4,2010,63207.987
COL,CO2,2010,154223.356
COL,HFC,2010,919.736
COL,N2O,2010,11763.308
COL,SF,2010,106.0
COL,CH4,2011,63666.624
COL,CO2,2011,161231.635
COL,HFC,2011,1016.972
COL,N2O,2011,12164.837
COL,SF,2011,118.735
COL,CH4,2012,62915.917
COL,CO2,2012,163495.751
COL,HFC,2012,1235.092
COL,N2O,2012,11530.738
COL,SF,2012,118.352
COL,CH4,2013,62784.994
COL,CO2,2013,153118.503
COL,HFC,2013,1469.212
COL,N2O,2013,12108.946
COL,SF,2013,147.98
COL,CH4,2014,64144.097
COL,CO2,2014,158942.204
COL,HFC,2014,1806.882
COL,N2O,2014,11394.317
COL,SF,2014,156.64
COL,CH4,2015,64653.535
COL,CO2,2015,153585.124
COL,HFC,2015,2047.109
COL,N2O,2015,12593.985
COL,SF,2015,166.221
COL,CH4,2016,66489.15699999999
COL,CO2,2016,172665.753
COL,HFC,2016,2848.229
COL,N2O,2016,13112.882
COL,SF,2016,166.927
COL,CH4,2017,69067.512
COL,CO2,2017,193066.775
COL,HFC,2017,2847.522
COL,N2O,2017,12716.089
COL,SF,2017,171.595
COL,CH4,2018,73631.221
COL,CO2,2018,188820.66
COL,HFC,2018,3145.884
COL,N2O,2018,13421.681
COL,SF,2018,179.18
CRI,CH4,1990,3933.808
CRI,CO2,1990,32158.639
CRI,HFC,1990,0.0
CRI,N2O,1990,1205.287
CRI,SF,1990,0.628
CRI,CH4,1991,3809.774
CRI,CO2,1991,31308.922
CRI,HFC,1991,0.0
CRI,N2O,1991,1145.888
CRI,SF,1991,0.703
CRI,CH4,1992,3810.285
CRI,CO2,1992,16738.982
CRI,HFC,1992,0.0
CRI,N2O,1992,1224.139
CRI,SF,1992,0.894
CRI,CH4,1993,3725.099
CRI,CO2,1993,15898.02
CRI,HFC,1993,0.0
CRI,N2O,1993,1174.773
CRI,SF,1993,0.876
CRI,CH4,1994,3714.435
CRI,CO2,1994,16415.517
CRI,HFC,1994,0.0
CRI,N2O,1994,1144.74
CRI,SF,1994,0.889
CRI,CH4,1995,3644.776
CRI,CO2,1995,15287.806
CRI,HFC,1995,4.672
CRI,N2O,1995,1161.193
CRI,SF,1995,0.884
CRI,CH4,1996,3677.659
CRI,CO2,1996,16330.867000000002
CRI,HFC,1996,8.216
CRI,N2O,1996,1208.723
CRI,SF,1996,0.869
CRI,CH4,1997,3731.594
CRI,CO2,1997,16331.491
CRI,HFC,1997,11.015
CRI,N2O,1997,948.463
CRI,SF,1997,1.016
CRI,CH4,1998,3727.793
CRI,CO2,1998,23607.025
CRI,HFC,1998,14.034
CRI,N2O,1998,927.535
CRI,SF,1998,0.98
CRI,CH4,1999,3712.877
CRI,CO2,1999,22725.567000000003
CRI,HFC,1999,16.838
CRI,N2O,1999,918.249
CRI,SF,1999,1.119
CRI,CH4,2000,3648.228
CRI,CO2,2000,22985.155
CRI,HFC,2000,64.254
CRI,N2O,2000,902.813
CRI,SF,2000,1.253
CRI,CH4,2001,3669.306
CRI,CO2,2001,10848.54
CRI,HFC,2001,66.118
CRI,N2O,2001,915.279
CRI,SF,2001,1.221
CRI,CH4,2002,3778.146
CRI,CO2,2002,11373.718
CRI,HFC,2002,78.254
CRI,N2O,2002,917.148
CRI,SF,2002,1.363
CRI,CH4,2003,3807.017
CRI,CO2,2003,10830.813999999998
CRI,HFC,2003,85.096
CRI,N2O,2003,906.774
CRI,SF,2003,1.349
CRI,CH4,2004,3885.31
CRI,CO2,2004,11783.054
CRI,HFC,2004,105.633
CRI,N2O,2004,927.828
CRI,SF,2004,1.487
CRI,CH4,2005,3882.566
CRI,CO2,2005,11679.388
CRI,HFC,2005,107.175
CRI,N2O,2005,917.959
CRI,SF,2005,1.496
CRI,CH4,2006,3856.097
CRI,CO2,2006,12425.202
CRI,HFC,2006,120.757
CRI,N2O,2006,930.065
CRI,SF,2006,1.575
CRI,CH4,2007,3989.177
CRI,CO2,2007,14381.225
CRI,HFC,2007,150.778
